"","Program.Code","From.Grade","To.Grade","Group.State","Is.Non.Annual.","Days","Travel.Type","Departure.Date","Return.Date","Deposit.Date","Special.Pay","Tuition","FRP.Active","FRP.Cancelled","FRP.Take.up.percent.","Early.RPL","Latest.RPL","Cancelled.Pax","Total.Discount.Pax","Initial.System.Date","Poverty.Code","Region","CRM.Segment","School.Type","Parent.Meeting.Flag","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","Income.Level","EZ.Pay.Take.Up.Rate","School.Sponsor","SPR.Product.Type","SPR.New.Existing","FPP","Total.Pax","SPR.Group.Revenue","NumberOfMeetingswithParents","FirstMeeting","LastMeeting","DifferenceTraveltoFirstMeeting","DifferenceTraveltoLastMeeting","SchoolGradeTypeLow","SchoolGradeTypeHigh","SchoolGradeType","DepartureMonth","GroupGradeTypeLow","GroupGradeTypeHigh","GroupGradeType","MajorProgramCode","SingleGradeTripFlag","FPP.to.School.enrollment","FPP.to.PAX","Num.of.Non_FPP.PAX","SchoolSizeIndicator","Retained.in.2012.","From.Grade_surrogate","To.Grade_surrogate","Special.Pay_surrogate","Early.RPL_surrogate","Latest.RPL_surrogate","Initial.System.Date_surrogate","CRM.Segment_surrogate","MDR.High.Grade_surrogate","Total.School.Enrollment_surrogate","FirstMeeting_surrogate","LastMeeting_surrogate","DifferenceTraveltoFirstMeeting_surrogate","DifferenceTraveltoLastMeeting_surrogate","FPP.to.School.enrollment_surrogate"
"988","CD","8","8","CA","0","6","A",2011-05-01,2011-05-06,2010-10-15,"CP",2198,13,1,0.591,2010-04-07,2010-08-30,0,2,2010-04-01,"","Southern California","5","Catholic","1","PK","8",302,"M",0.227,"0","East Coast","EXISTING",22,24,2198,"1",2010-04-28,2010-04-28,368,368,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","1",0.072847682,0.916666667,2,"S","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"989","CC","8","8","CA","0","6","A",2011-05-01,2011-05-06,2010-06-01,"FIXED_NA",2209,30,11,0.429,2010-04-29,2010-04-29,12,7,2010-04-14,"","Southern California","5","CHD","1","PK","8",500,"Q",0.229,"1","East Coast","EXISTING",70,77,2209,"1",2010-09-15,2010-09-15,228,228,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","1",0.14,0.909090909,7,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"990","CD","8","8","CA","0","6","A",2011-05-01,2011-05-06,2010-10-15,"FIXED_NA",2176,2,0,0.667,2010-02-04,2010-08-19,0,1,2010-01-26,"","Southern California","10","CHD","1","PK","8",203,"P",0,"1","East Coast","EXISTING",3,4,2176,"1",2010-08-26,2010-08-26,248,248,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","1",0.014778325,0.75,1,"S","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"991","HD","8","8","FL","0","5","B",2011-05-01,2011-05-06,2010-10-15,"FIXED_NA",929,27,1,0.6,2010-05-13,2010-08-10,1,3,2010-05-11,"C","Other","10","PUBLIC","1","5","8",694,"I",0.2,"0","East Coast","EXISTING",45,48,929,"1",2010-08-12,2010-08-12,262,262,"Middle","Middle","Middle->Middle","May","Elementary","Middle","Elementary->Middle","H","1",0.064841499,0.9375,3,"M-L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"992","CC","8","8","CA","0","7","A",2011-05-01,2011-05-07,2010-10-30,"FR",2229,40,13,0.635,2010-02-25,2010-08-31,12,9,2010-02-10,"","Southern California","8","CHD","1","9","12",602,"N",0.302,"1","East Coast","EXISTING",63,72,2229,"1",2010-09-29,2010-09-29,214,214,"Middle","Middle","Middle->Middle","May","High","High","High->High","C","1",0.104651163,0.875,9,"M-L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"993","HD","8","8","OH","0","5","B",2011-05-02,2011-05-06,2010-10-22,"FIXED_NA",664,42,3,0.483,2010-05-04,2010-08-17,6,15,2010-05-01,"","Other","10","Catholic","1","PK","8",852,"N",0.207,"1","East Coast","EXISTING",87,102,664,"1",2010-10-19,2010-10-19,195,195,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.102112676,0.852941176,15,"L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"994","HD","8","8","MI","0","5","B",2011-05-02,2011-05-06,2010-11-15,"FR",940,21,2,0.467,2010-02-01,2010-09-03,9,4,2010-01-28,"B","Other","10","PUBLIC","1","6","8",370,"L",0.111,"0","East Coast","EXISTING",45,49,940,"2",2010-03-04,2010-09-14,424,230,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.121621622,0.918367347,4,"S-M","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"995","HD","6","8","FL","1","5","B",2011-05-02,2011-05-06,2010-10-15,"FIXED_NA",767,19,8,0.38,2010-02-03,2010-08-24,17,4,2010-01-29,"B","Other","10","PUBLIC","1","6","8",885,"L",0.24,"0","East Coast","EXISTING",50,54,767,"1",2010-09-16,2010-09-16,228,228,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","0",0.056497175,0.925925926,4,"L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"996","HD","8","8","TX","0","5","A",2011-05-02,2011-05-06,2010-10-29,"FIXED_NA",1475,33,0,0.846,2010-04-20,2010-08-26,2,4,2010-04-14,"","Houston","10","CHD","1","PK","8",392,"L",0.18,"0","East Coast","EXISTING",39,43,1475,"1",2010-08-31,2010-08-31,244,244,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.099489796,0.906976744,4,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"997","HD","8","8","AZ","0","5","A",2011-05-02,2011-05-06,2010-09-30,"FIXED_NA",1657,26,6,0.619,1900-01-01,2010-08-04,7,5,2010-07-16,"B","Other","10","PUBLIC","1","6","8",673,"N",0.024,"0","East Coast","EXISTING",42,47,1657,"1",2010-08-25,2010-08-25,250,250,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.062407132,0.893617021,5,"M-L","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"998","CD","8","8","GA","0","5","A",2011-05-02,2011-05-06,2010-10-06,"FIXED_NA",1339,74,5,0.622,2010-02-22,2010-09-09,7,8,2010-02-20,"","Other","10","CHD","1","PK","12",1179,"P",0.185,"1","East Coast","EXISTING",119,127,1339,"1",2010-09-15,2010-09-15,229,229,"Middle","Middle","Middle->Middle","May","PK","High","PK->High","C","1",0.100932994,0.937007874,8,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"999","HD","7","7","LA","0","4","A",2011-05-02,2011-05-06,2010-10-15,"FR",1765,31,6,0.775,2010-04-21,2010-09-07,8,2,2010-04-20,"C","Other","10","PUBLIC","1","K","8",0,"Z",0.375,"0","East Coast","EXISTING",40,42,1765,"2",2010-05-04,2010-08-30,363,245,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","H","1",0,0.952380952,2,"","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"1000","SG","7","7","Other.Group.State","0","5","A",2011-05-02,2011-05-06,2010-10-15,"FIXED_NA",2025,12,3,0.48,2010-06-11,2010-08-30,1,2,2010-06-11,"A","Other","6","PUBLIC","1","6","8",654,"Q",0.08,"0","Science","EXISTING",25,27,2025,"1",2010-09-22,2010-09-22,222,222,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","S","1",0.0382263,0.925925926,2,"M-L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1001","CD","8","8","CO","0","5","A",2011-05-02,2011-05-06,2010-10-01,"FR",1527,49,4,0.681,1900-01-01,2010-08-20,7,3,2010-04-23,"","Other","4","CHD","1","K","5",0,"N",0.222,"1","East Coast","EXISTING",72,75,1527,"1",2010-08-26,2010-08-26,249,249,"Middle","Middle","Middle->Middle","May","K","Elementary","K->Elementary","C","1",0,0.96,3,"","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1"
"1002","HD","8","8","CO","0","5","A",2011-05-02,2011-05-06,2010-10-09,"FR",1699,19,2,0.5,2010-03-19,2010-08-26,2,3,2010-03-18,"B","Other","10","PUBLIC","1","K","8",693,"J",0.184,"0","East Coast","EXISTING",38,41,1699,"1",2010-09-09,2010-09-09,235,235,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","H","1",0.054834055,0.926829268,3,"M-L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1003","HD","8","8","CA","1","5","A",2011-05-02,2011-05-06,2010-10-12,"FIXED_NA",1999,15,0,0.469,2010-02-02,2010-08-25,0,4,2010-01-23,"","Southern California","7","PUBLIC","1","","FIXED_NA",0,"",0.25,"0","East Coast","EXISTING",32,36,1999,"1",2010-09-07,2010-09-07,237,237,"Middle","Middle","Middle->Middle","May","Undefined","Undefined","Undefined->Undefined","H","1",0,0.888888889,4,"","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1"
"1004","HD","8","8","NC","0","5","B",2011-05-02,2011-05-06,2010-11-01,"SA",865,0,0,0,2010-05-12,2010-05-12,1,14,2010-05-12,"","Other","2","CHD","0","PK","12",985,"P",0,"0","East Coast","EXISTING",72,86,865,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","May","PK","High","PK->High","H","1",0.073096447,0.837209302,14,"L","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"1005","HD","5","6","CO","1","5","A",2011-05-02,2011-05-06,2010-12-01,"FIXED_NA",1799,25,0,0.368,2010-03-11,2010-08-19,1,4,2010-03-10,"B","Other","4","PUBLIC","1","K","6",314,"P",0.265,"0","East Coast","EXISTING",68,72,1799,"1",2010-09-08,2010-09-08,236,236,"Elementary","Middle","Elementary->Middle","May","K","Middle","K->Middle","H","0",0.21656051,0.944444444,4,"S","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1006","HD","8","8","Other.Group.State","0","5","A",2011-05-02,2011-05-06,2010-10-11,"FIXED_NA",1844,11,0,0.786,2010-03-01,2010-08-25,0,1,2010-02-27,"","Other","10","CHD","1","PK","8",192,"Q",0.357,"0","East Coast","EXISTING",14,15,1844,"1",2010-09-07,2010-09-07,237,237,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.072916667,0.933333333,1,"S","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1007","HD","8","8","CA","1","5","A",2011-05-02,2011-05-06,2010-10-25,"FR",2056,3,1,1,1900-01-01,2010-08-04,1,1,2010-05-08,"","Northern California","10","CHD","1","PK","8",107,"I",0.333,"0","East Coast","EXISTING",3,4,2056,"2",2010-08-09,2010-09-07,266,237,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.028037383,0.75,1,"S","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1008","CD","7","8","CA","1","5","A",2011-05-02,2011-05-06,2010-10-14,"FIXED_NA",1849,22,3,0.647,2010-04-14,2010-09-17,5,2,2010-02-28,"","Southern California","5","CHD","1","K","8",412,"Q",0.206,"1","East Coast","EXISTING",34,36,1849,"1",2010-09-07,2010-09-07,237,237,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","C","0",0.082524272,0.944444444,2,"S-M","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1009","HD","8","8","TX","0","5","A",2011-05-02,2011-05-06,2010-10-29,"FIXED_NA",1929,23,0,0.697,2010-02-08,2010-09-15,1,4,2010-02-05,"","Houston","5","CHD","1","PK","8",341,"L",0.091,"0","East Coast","EXISTING",33,37,1929,"1",2010-10-19,2010-10-19,195,195,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.096774194,0.891891892,4,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1010","HD","8","FIXED_NA","CA","1","5","A",2011-05-02,2011-05-06,2010-10-08,"FIXED_NA",1829,5,2,0.385,2010-05-12,2010-05-12,0,1,2010-05-13,"","Northern California","1","Private non-Christian","0","PK","8",130,"P",0.385,"0","East Coast","NEW",13,14,1829,"0",1900-01-01,1900-01-01,0,0,"Middle","Undefined","Middle->Undefined","May","PK","Middle","PK->Middle","H","0",0.1,0.928571429,1,"S","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0"
"1011","HD","8","8","MI","0","4","B",2011-05-02,2011-05-06,2010-10-29,"FR",746,139,13,0.732,2010-04-13,2010-08-31,16,15,2010-04-13,"B","Other","10","PUBLIC","1","6","8",1200,"L",0.29,"0","East Coast","EXISTING",190,205,746,"1",2010-09-28,2010-09-28,216,216,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.158333333,0.926829268,15,"L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1012","HD","8","8","AZ","0","5","A",2011-05-02,2011-05-06,2010-11-01,"CP",1499,11,2,0.216,1900-01-01,2010-09-09,9,6,2010-09-03,"","Other","5","PUBLIC","0","K","8",0,"J",0,"0","East Coast","EXISTING",51,57,1499,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","H","1",0,0.894736842,6,"","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1"
"1013","HD","7","8","LA","0","6","B",2011-05-02,2011-05-07,2010-10-01,"FIXED_NA",944,20,10,0.952,2010-04-14,2010-09-09,13,2,2010-04-09,"C","Other","10","PUBLIC","1","6","8",510,"E",0.048,"0","East Coast","NEW",21,23,944,"2",2010-05-04,2010-09-23,363,221,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","0",0.041176471,0.913043478,2,"S-M","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1014","HD","8","8","IL","0","6","B",2011-05-02,2011-05-07,2010-10-15,"FR",909,6,0,0.182,2010-02-26,2010-08-27,1,2,2010-02-27,"C","Other","1","PUBLIC","0","6","8",638,"M",0,"0","East Coast","EXISTING",33,35,909,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.051724138,0.942857143,2,"M-L","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"1015","HD","8","8","FL","0","6","B",2011-05-02,2011-05-07,2010-11-01,"FIXED_NA",775,101,28,0.697,2010-03-23,2010-08-23,37,9,2010-03-17,"B","Other","10","PUBLIC","1","6","8",899,"H",0.152,"0","East Coast","EXISTING",145,154,775,"1",2010-09-02,2010-09-02,242,242,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.161290323,0.941558442,9,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1016","HD","8","8","CA","0","6","A",2011-05-02,2011-05-07,2010-06-01,"FR",1980,25,5,0.5,2010-03-22,2010-03-22,6,3,2010-03-19,"","Southern California","5","CHD","1","K","8",566,"P",0.12,"0","East Coast","EXISTING",50,53,1980,"1",2010-09-15,2010-09-15,229,229,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","H","1",0.088339223,0.943396226,3,"S-M","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1017","CD","8","8","CA","0","6","A",2011-05-02,2011-05-07,2010-10-15,"FIXED_NA",2649,8,4,0.533,2010-02-11,2010-08-26,6,2,2010-02-11,"","Southern California","5","CHD","1","PK","8",234,"P",0.067,"1","East Coast","EXISTING",15,17,2649,"2",2010-05-17,2010-09-28,350,216,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","1",0.064102564,0.882352941,2,"S","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1018","HD","5","8","LA","0","3","B",2011-05-02,2011-05-07,2011-01-10,"FIXED_NA",944,35,0,0.778,1900-01-01,2010-12-02,6,3,2010-12-02,"D","Other","1","PUBLIC","1","PK","8",654,"A",0.111,"0","East Coast","NEW",45,48,944,"1",2010-12-13,2010-12-13,140,140,"Elementary","Middle","Elementary->Middle","May","PK","Middle","PK->Middle","H","0",0.068807339,0.9375,3,"M-L","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1019","HD","8","8","NM","0","4","A",2011-05-03,2011-05-06,2010-10-31,"FIXED_NA",1754,4,5,0.667,2010-02-18,2010-09-17,10,1,2010-02-18,"C","Other","10","PUBLIC","0","7","8",760,"G",0,"0","East Coast","EXISTING",6,7,1754,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.007894737,0.857142857,1,"M-L","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0"
"1020","HD","8","8","IN","0","4","A",2011-05-03,2011-05-06,2010-09-30,"FIXED_NA",1452,12,1,0.375,2010-04-30,2010-08-23,1,4,2010-04-30,"","Other","2","Private non-Christian","1","PK","8",353,"E",0.156,"0","East Coast","EXISTING",32,36,1452,"1",2010-09-02,2010-09-02,243,243,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.090651558,0.888888889,4,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1021","HD","8","8","CT","0","4","B",2011-05-03,2011-05-06,2010-10-31,"FIXED_NA",802,160,13,0.721,2010-05-12,2010-08-19,16,17,2010-05-12,"A","Other","5","PUBLIC","1","6","8",726,"Q",0.135,"0","East Coast","EXISTING",222,239,802,"1",2010-09-16,2010-09-16,229,229,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.305785124,0.928870293,17,"M-L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1022","HD","8","8","CT","0","4","B",2011-05-03,2011-05-06,2010-11-15,"FIXED_NA",768,29,3,0.569,2010-04-30,2010-08-25,5,5,2010-04-27,"B","Other","10","PUBLIC","1","6","8",1061,"M",0.235,"0","East Coast","EXISTING",51,56,768,"1",2010-09-21,2010-09-21,224,224,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.048067861,0.910714286,5,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1023","CD","8","8","TN","0","4","A",2011-05-03,2011-05-06,2010-10-01,"FIXED_NA",1204,68,15,0.624,2010-02-11,2010-07-01,11,6,2010-02-05,"","Other","10","CHD","1","PK","8",0,"P",0.229,"1","East Coast","EXISTING",109,115,1204,"1",2010-10-01,2010-10-01,214,214,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","1",0,0.947826087,6,"","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"1024","HD","5","5","FL","0","4","A",2011-05-03,2011-05-06,2010-11-01,"FIXED_NA",1276,30,6,0.732,2010-02-11,2010-06-10,8,3,2010-02-10,"C","Other","4","PUBLIC","1","K","5",450,"E",0.171,"0","East Coast","EXISTING",41,44,1276,"1",2010-09-09,2010-09-09,236,236,"Elementary","Elementary","Elementary->Elementary","May","K","Elementary","K->Elementary","H","1",0.091111111,0.931818182,3,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1025","HD","FIXED_NA","FIXED_NA","FL","0","4","A",2011-05-03,2011-05-06,2010-11-19,"FR",1474,4,2,0.8,1900-01-01,2010-09-23,2,1,2010-09-24,"C","Other","4","PUBLIC","1","K","5",611,"Q",0.2,"0","East Coast","NEW",5,6,1474,"1",2010-09-28,2010-09-28,217,217,"Undefined","Undefined","Undefined->Undefined","May","K","Elementary","K->Elementary","H","0",0.008183306,0.833333333,1,"M-L","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1026","HD","8","8","TN","0","5","A",2011-05-03,2011-05-07,2010-10-15,"CP",1666,44,4,0.759,2010-02-12,2010-08-10,6,8,2010-02-13,"C","Other","10","PUBLIC","1","6","8",700,"B",0.155,"0","East Coast","EXISTING",58,66,1666,"1",2010-09-21,2010-09-21,224,224,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.082857143,0.878787879,8,"M-L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1027","HD","7","8","TN","0","5","A",2011-05-03,2011-05-07,2010-11-19,"FIXED_NA",1694,41,3,0.683,2010-03-24,2010-08-12,4,3,2010-03-24,"","Other","10","Private non-Christian","1","K","12",532,"L",0.267,"0","East Coast","EXISTING",60,63,1694,"1",2010-10-04,2010-10-04,211,211,"Middle","Middle","Middle->Middle","May","K","High","K->High","H","0",0.112781955,0.952380952,3,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1028","CD","7","8","CA","1","5","A",2011-05-03,2011-05-07,2010-09-15,"FR",2078,16,3,0.421,2010-02-11,2010-08-23,6,2,2010-01-28,"","Northern California","10","Catholic","1","PK","8",170,"L",0.158,"0","East Coast","EXISTING",38,40,2078,"2",2010-03-08,2010-08-31,421,245,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","C","0",0.223529412,0.95,2,"S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1029","HD","8","8","MI","0","5","B",2011-05-03,2011-05-07,2010-11-19,"FR",790,30,2,0.435,2010-03-08,2010-08-26,4,8,2010-02-27,"B","Other","10","PUBLIC","1","5","8",335,"J",0.145,"0","East Coast","EXISTING",69,77,790,"1",2010-09-01,2010-09-01,244,244,"Middle","Middle","Middle->Middle","May","Elementary","Middle","Elementary->Middle","H","1",0.205970149,0.896103896,8,"S","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1030","CD","8","8","FL","0","5","A",2011-05-03,2011-05-07,2010-09-15,"FIXED_NA",1263,17,4,0.447,2010-04-09,2010-08-04,6,3,2010-03-27,"","Other","5","CHD","1","PK","12",1100,"G",0.421,"0","East Coast","EXISTING",38,41,1263,"1",2010-08-17,2010-08-17,259,259,"Middle","Middle","Middle->Middle","May","PK","High","PK->High","C","1",0.034545455,0.926829268,3,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1031","HD","8","8","GA","1","5","B",2011-05-03,2011-05-07,2010-10-01,"FIXED_NA",712,28,2,0.549,1900-01-01,2010-08-03,4,4,2010-05-13,"A","Other","10","PUBLIC","1","6","8",803,"P",0.275,"0","East Coast","EXISTING",51,55,712,"2",2010-08-05,2010-09-09,271,236,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.063511831,0.927272727,4,"M-L","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1032","HD","8","8","TN","0","5","B",2011-05-03,2011-05-07,2010-10-08,"FR",765,40,1,0.526,2010-03-15,2010-08-26,0,7,2010-02-27,"C","Other","10","PUBLIC","1","PK","8",650,"C",0.184,"0","East Coast","EXISTING",76,83,765,"2",2010-03-23,2010-08-17,406,259,"Middle","Middle","Middle->Middle","May","PK","Middle","PK->Middle","H","1",0.116923077,0.915662651,7,"M-L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1033","HD","8","8","CA","0","5","A",2011-05-03,2011-05-07,2010-11-01,"CP",1810,16,4,0.222,1900-01-01,2010-09-16,4,8,2010-02-20,"","Northern California","10","Private non-Christian","1","6","8",50,"Q",0.111,"0","East Coast","EXISTING",72,80,1810,"1",2010-10-05,2010-10-05,210,210,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",1.44,0.9,8,"S","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1034","CC","8","8","CA","0","7","A",2011-05-03,2011-05-09,2010-10-01,"FIXED_NA",2329,12,7,0.5,2010-03-11,2010-08-19,5,2,2010-01-29,"","Southern California","5","PUBLIC","1","K","8",207,"N",0.208,"0","East Coast","EXISTING",24,26,2329,"2",2010-04-29,2010-08-26,369,250,"Middle","Middle","Middle->Middle","May","K","Middle","K->Middle","C","1",0.115942029,0.923076923,2,"S","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1035","HG","4","4","CA","0","2","A",2011-05-04,2011-05-05,2011-02-04,"CP",725,15,0,0.6,1900-01-01,2011-01-04,2,3,2010-05-19,"","Southern California","4","Private non-Christian","0","K","6",105,"M",0.12,"1","CA History","EXISTING",25,28,725,"0",1900-01-01,1900-01-01,0,0,"Elementary","Elementary","Elementary->Elementary","May","K","Middle","K->Middle","H","1",0.238095238,0.892857143,3,"S","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0"
"1036","HD","8","8","MI","0","3","A",2011-05-04,2011-05-06,2010-10-30,"FIXED_NA",1106,31,5,0.66,2010-04-30,2010-09-10,6,5,2010-02-18,"B","Other","5","PUBLIC","1","6","8",950,"I",0.404,"0","East Coast","EXISTING",47,52,1106,"2",2010-05-27,2010-09-16,342,230,"Middle","Middle","Middle->Middle","May","Middle","Middle","Middle->Middle","H","1",0.049473684,0.903846154,5,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1037","HS","4","5","CA","1","3","A",2011-05-04,2011-05-06,2010-10-20,"FR",756,9,0,0.243,1900-01-01,2010-09-07,0,1,2010-09-03,"","Southern California","4","CHD","1","PK","6",198,"P",0.027,"1","CA History","EXISTING",37,38,756,"1",2010-09-23,2010-09-23,223,223,"Elementary","Elementary","Elementary->Elementary","May","PK","Middle","PK->Middle","H","0",0.186868687,0.973684211,1,"S","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
